Funnel,Tactic,Budget,Budget Allocation,Impressions,CTR,Click,CPC,Leads,Acquisitions,CPA
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,

TOTAL,,,,,,,,,,

