id,client_name,project_name,market,industry,objective,mode,budget,target_kpi_type,target_kpi_value,audience_description,mandatory_channels,notes,status,strategy_json,tactics_json,deck_url
NUS-EE-CAM,NUS Executive Education,Cambridge Executive Leadership Programme,"SG, IN, ID, TH, PH, JP, AU, VN, TW",Higher Education (Executive Programmes),Generate qualified leads to enhance the applications of the programme,BUDGET_DRIVEN,"SGD 85,000",Qualified Leads (Download Brochure → Applications),,"Senior executives (35–60) in strategy, leadership, digital transformation; C-suite, Directors, Business Unit Heads; interest in global strategy, AI, sustainability, governance","LinkedIn, Google Search, Google Performance Max",,NEW,,,
